Year,Géographie,Genre de travail,Occupation,Sexe,Groupe d'âge,GeoCode,Value
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,15.59
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,27.03
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Les deux sexes,55 ans et plus,,32.87
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 ans et plus,,26.46
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,15 à 24 ans,,16.72
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,25 à 54 ans,,27.28
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Hommes,55 ans et plus,,33.71
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 ans et plus,,24.6
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,15 à 24 ans,,14.68
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,25 à 54 ans,,26.78
2015,Canada,Employés à temps plein,"Arts, culture, sports et loisirs, sauf les gestionnaires",Femmes,55 ans et plus,,31.42
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,15 ans et plus,,19.16
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,13.54
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,20.32
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Les deux sexes,55 ans et plus,,20.23
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,15 ans et plus,,21.18
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,15 à 24 ans,,13.83
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,25 à 54 ans,,22.63
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Hommes,55 ans et plus,,22.62
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,15 ans et plus,,17.35
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,15 à 24 ans,,13.29
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,25 à 54 ans,,18.26
2015,Canada,Employés à temps plein,"Vente et services, sauf les gestionnaires",Femmes,55 ans et plus,,17.9
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,,25.84
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,19.29
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,26.97
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,,26.02
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,,26.2
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,,19.42
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,,27.35
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,,26.54
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,,20.74
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,,16.89
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,,21.75
2015,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,,18.86
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 ans et plus,,25.05
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,17.11
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,28.34
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Les deux sexes,55 ans et plus,,24.07
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 ans et plus,,26.55
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,15 à 24 ans,,17.94
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,25 à 54 ans,,29.68
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Hommes,55 ans et plus,,26.16
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 ans et plus,,16.87
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,15 à 24 ans,,13.66
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,25 à 54 ans,,19.35
2015,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe, sauf les gestionnaires",Femmes,55 ans et plus,,15.22
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 ans et plus,,22.0
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,16.95
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,22.54
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Les deux sexes,55 ans et plus,,22.6
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 ans et plus,,23.62
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,15 à 24 ans,,17.28
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,25 à 54 ans,,24.18
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Hommes,55 ans et plus,,25.03
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 ans et plus,,17.53
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,15 à 24 ans,,15.6
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,25 à 54 ans,,18.0
2015,Canada,Employés à temps plein,"Fabrication et services d'utilité publique, sauf les gestionnaires",Femmes,55 ans et plus,,16.77
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 ans et plus,,18.11
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,15 à 24 ans,,12.82
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,25 à 54 ans,,21.81
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Les deux sexes,55 ans et plus,,22.31
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,15 ans et plus,,17.12
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,15 à 24 ans,,12.73
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,25 à 54 ans,,21.75
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Hommes,55 ans et plus,,23.33
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,15 ans et plus,,18.59
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,15 à 24 ans,,12.89
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,25 à 54 ans,,21.82
2015,Canada,Employés à temps partiel,"Total des employés, toutes les professions",Femmes,55 ans et plus,,21.84
2015,Canada,Employés à temps partiel,Gestion,Les deux sexes,15 ans et plus,,30.41
2015,Canada,Employés à temps partiel,Gestion,Les deux sexes,15 à 24 ans,,13.02
2015,Canada,Employés à temps partiel,Gestion,Les deux sexes,25 à 54 ans,,26.7
2015,Canada,Employés à temps partiel,Gestion,Les deux sexes,55 ans et plus,,38.32
2015,Canada,Employés à temps partiel,Gestion,Hommes,15 ans et plus,,32.27
2015,Canada,Employés à temps partiel,Gestion,Hommes,15 à 24 ans,,
2015,Canada,Employés à temps partiel,Gestion,Hommes,25 à 54 ans,,28.6
2015,Canada,Employés à temps partiel,Gestion,Hommes,55 ans et plus,,37.15
2015,Canada,Employés à temps partiel,Gestion,Femmes,15 ans et plus,,29.29
2015,Canada,Employés à temps partiel,Gestion,Femmes,15 à 24 ans,,
2015,Canada,Employés à temps partiel,Gestion,Femmes,25 à 54 ans,,26.12
2015,Canada,Employés à temps partiel,Gestion,Femmes,55 ans et plus,,39.67
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 ans et plus,,21.14
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,14.9
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,22.23
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Les deux sexes,55 ans et plus,,24.14
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 ans et plus,,19.42
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,15 à 24 ans,,14.27
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,25 à 54 ans,,20.43
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Hommes,55 ans et plus,,27.87
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 ans et plus,,21.45
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,15 à 24 ans,,15.17
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,25 à 54 ans,,22.45
2015,Canada,Employés à temps partiel,"Affaires, finance et administration, sauf les gestionnaires",Femmes,55 ans et plus,,23.64
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 ans et plus,,27.92
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,17.66
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,27.15
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Les deux sexes,55 ans et plus,,42.39
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 ans et plus,,29.6
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,15 à 24 ans,,18.35
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,25 à 54 ans,,27.52
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Hommes,55 ans et plus,,
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 ans et plus,,24.76
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,15 à 24 ans,,16.12
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,25 à 54 ans,,26.7
2015,Canada,Employés à temps partiel,"Sciences naturelles et appliquées et domaines apparentés, sauf les gestionnaires",Femmes,55 ans et plus,,
2015,Canada,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 ans et plus,,28.09
2015,Canada,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,15 à 24 ans,,18.53
2015,Canada,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,25 à 54 ans,,29.04
2015,Canada,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Les deux sexes,55 ans et plus,,31.87
2015,Canada,Employés à temps partiel,"Secteur de la santé, sauf les gestionnaires",Hommes,15 ans et plus,,26.47
