Year,Géographie,Niveau de gouvernement,Type de patrimoine,Value
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00098
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00017
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00132
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00023
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,9e-05
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00021
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00116
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00018
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00037
2020,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.0004
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00025
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00013
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00013
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00095
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00123
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,8e-05
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00033
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0002
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00116
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00018
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00033
2021,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,0.0004
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00026
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0002
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00012
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00014
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00101
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00022
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00123
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00024
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,8e-05
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00031
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.0002
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,0.00118
