Year,Géographie,Industrie,GeoCode,Value
2017,Nunavut,Fabrication de machines-outils pour le travail du métal,62,
2017,Nunavut,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",62,
2017,Nunavut,Fabrication d'autres machines d'usage général,62,
2017,Nunavut,Fabrication de produits informatiques et électroniques,62,
2017,Nunavut,Fabrication de matériel informatique et périphérique,62,
2017,Nunavut,Fabrication de matériel de communication,62,
2017,Nunavut,Fabrication de matériel audio et vidéo,62,
2017,Nunavut,Fabrication de semi-conducteurs et d'autres composants électroniques,62,
2017,Nunavut,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",62,
2017,Nunavut,Fabrication et reproduction de supports magnétiques et optiques,62,
2017,Nunavut,"Fabrication de matériel, d'appareils et de composants électriques",62,
2017,Nunavut,Fabrication de matériel électrique d'éclairage,62,
2017,Nunavut,Fabrication d'appareils ménagers,62,
2017,Nunavut,Fabrication de matériel électrique,62,
2017,Nunavut,Fabrication d'autres types de matériel et de composants électriques,62,
2017,Nunavut,,62,
2017,Nunavut,Fabrication de véhicules automobiles,62,
2017,Nunavut,Fabrication de carrosseries et de remorques de véhicules automobiles,62,
2017,Nunavut,Fabrication de pièces pour véhicules automobiles,62,
2017,Nunavut,Fabrication de produits aérospatiaux et de leurs pièces,62,
2017,Nunavut,Fabrication de matériel ferroviaire roulant,62,
2017,Nunavut,Construction de navires et d'embarcations,62,
2017,Nunavut,Fabrication d'autres types de matériel de transport,62,
2017,Nunavut,Fabrication de meubles et de produits connexes,62,
2017,Nunavut,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,62,
2017,Nunavut,Fabrication de meubles de bureau (y compris les articles d'ameublement),62,
2017,Nunavut,Fabrication d'autres produits connexes aux meubles,62,
2017,Nunavut,Activités diverses de fabrication,62,
2017,Nunavut,Fabrication de fournitures et de matériel médicaux,62,
2017,Nunavut,Autres activités diverses de fabrication,62,
2018,Canada,Biens non durables,,3.79
2018,Canada,Fabrication d’aliments,,1.41
2018,Canada,Fabrication d'aliments pour animaux,,0.06
2018,Canada,Mouture de grains céréaliers et de graines oléagineuses,,0.04
2018,Canada,Fabrication de sucre et de confiseries,,0.06
2018,Canada,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,,0.11
2018,Canada,Fabrication de produits laitiers,,0.15
2018,Canada,Fabrication de produits de viande,,0.38
2018,Canada,Préparation et conditionnement de poissons et de fruits de mer,,0.13
2018,Canada,Boulangeries et fabrication de tortillas,,0.29
2018,Canada,Fabrication d'autres aliments,,0.19
2018,Canada,Fabrication de boissons et de produits du tabac,,0.26
2018,Canada,Fabrication de boissons,,0.24
2018,Canada,Fabrication du tabac,,0.01
2018,Canada,Fabrication de produits du cannabis,,
2018,Canada,Usines de textiles,,0.04
2018,Canada,"Usines de fibres, de filés et de fils",,0.01
2018,Canada,Usines de tissus,,0.02
2018,Canada,Finissage de textiles et de tissus et revêtement de tissus,,0.01
2018,Canada,Usines de produits textiles,,0.06
2018,Canada,Usines de textiles domestiques,,0.02
2018,Canada,Usines d'autres produits textiles,,0.04
2018,Canada,Apparel manufacturing,,0.12
2018,Canada,Apparel knitting mills,,0.01
2018,Canada,Fabrication de vêtements coupés-cousus,,0.09
2018,Canada,Fabrication d'accessoires vestimentaires et d'autres vêtements,,0.01
2018,Canada,Fabrication de produits en cuir et de produits analogues,,0.02
2018,Canada,Tannage et finissage du cuir et des peaux,,0.0
2018,Canada,Fabrication de chaussures,,0.01
2018,Canada,Fabrication d'autres produits en cuir et produits analogues,,0.01
2018,Canada,Fabrication du papier,,0.32
2018,Canada,"Usines de pâte à papier, de papier et de carton",,0.14
2018,Canada,Fabrication de produits en papier transformé,,0.18
2018,Canada,Impression et activités connexes de soutien,,0.3
2018,Canada,Fabrication de produits du pétrole et du charbon,,0.11
2018,Canada,Fabrication de produits chimiques,,0.55
2018,Canada,Fabrication de produits chimiques de base,,0.08
2018,Canada,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",,0.03
2018,Canada,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",,0.05
2018,Canada,Fabrication de produits pharmaceutiques et de médicaments,,0.18
2018,Canada,"Fabrication de peintures, de revêtements et d'adhésifs",,0.05
2018,Canada,"Fabrication de savons, de détachants et de produits de toilette",,0.1
2018,Canada,Fabrication d'autres produits chimiques,,0.07
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,0.61
2018,Canada,Fabrication de produits en plastique,,0.5
2018,Canada,Fabrication de produits en caoutchouc,,0.11
2018,Canada,Biens durables,,5.53
2018,Canada,Fabrication de produits en bois,,0.57
2018,Canada,Scieries et préservation du bois,,0.23
2018,Canada,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",,0.11
2018,Canada,Fabrication d'autres produits en bois,,0.23
2018,Canada,Fabrication de produits minéraux non métalliques,,0.32
2018,Canada,Fabrication de produits en argile et produits réfractaires,,0.01
2018,Canada,Fabrication de verre et de produits en verre,,0.05
2018,Canada,Fabrication de ciment et de produits en béton,,0.19
2018,Canada,Fabrication de chaux et de produits en gypse,,0.01
2018,Canada,Fabrication d'autres produits minéraux non métalliques,,0.06
2018,Canada,Première transformation des métaux,,0.34
2018,Canada,Sidérurgie,,0.1
2018,Canada,Fabrication de produits en acier à partir d'acier acheté,,0.05
2018,Canada,Production et transformation d'alumine et d'aluminium,,0.06
2018,Canada,Production et transformation de métaux non ferreux (sauf l'aluminium),,0.08
2018,Canada,Fonderies,,0.06
2018,Canada,Fabrication de produits métalliques,,0.94
2018,Canada,Forgeage et estampage,,0.04
2018,Canada,Fabrication de coutellerie et d'outils à main,,0.02
2018,Canada,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,,0.36
2018,Canada,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",,0.07
2018,Canada,Fabrication d'articles de quincaillerie,,0.03
2018,Canada,Fabrication de ressorts et de produits en fil métallique,,0.03
2018,Canada,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",,0.2
2018,Canada,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",,0.07
2018,Canada,Fabrication d'autres produits métalliques,,0.13
2018,Canada,Fabrication de machines,,0.83
2018,Canada,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",,0.19
2018,Canada,Fabrication de machines industrielles,,0.1
2018,Canada,Fabrication de machines pour le commerce et les industries de services,,0.1
2018,Canada,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",,0.1
2018,Canada,Fabrication de machines-outils pour le travail du métal,,0.12
2018,Canada,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",,0.03
2018,Canada,Fabrication d'autres machines d'usage général,,0.19
2018,Canada,Fabrication de produits informatiques et électroniques,,0.34
2018,Canada,Fabrication de matériel informatique et périphérique,,0.04
2018,Canada,Fabrication de matériel de communication,,0.07
2018,Canada,Fabrication de matériel audio et vidéo,,0.01
2018,Canada,Fabrication de semi-conducteurs et d'autres composants électroniques,,0.09
2018,Canada,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",,0.13
2018,Canada,Fabrication et reproduction de supports magnétiques et optiques,,0.01
2018,Canada,"Fabrication de matériel, d'appareils et de composants électriques",,0.21
2018,Canada,Fabrication de matériel électrique d'éclairage,,0.03
2018,Canada,Fabrication d'appareils ménagers,,0.01
2018,Canada,Fabrication de matériel électrique,,0.09
2018,Canada,Fabrication d'autres types de matériel et de composants électriques,,0.07
2018,Canada,,,1.23
2018,Canada,Fabrication de véhicules automobiles,,0.26
2018,Canada,Fabrication de carrosseries et de remorques de véhicules automobiles,,0.1
2018,Canada,Fabrication de pièces pour véhicules automobiles,,0.46
2018,Canada,Fabrication de produits aérospatiaux et de leurs pièces,,0.28
2018,Canada,Fabrication de matériel ferroviaire roulant,,0.02
2018,Canada,Construction de navires et d'embarcations,,0.05
2018,Canada,Fabrication d'autres types de matériel de transport,,0.06
2018,Canada,Fabrication de meubles et de produits connexes,,0.41
2018,Canada,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,,0.26
2018,Canada,Fabrication de meubles de bureau (y compris les articles d'ameublement),,0.13
2018,Canada,Fabrication d'autres produits connexes aux meubles,,0.03
2018,Canada,Activités diverses de fabrication,,0.35
2018,Canada,Fabrication de fournitures et de matériel médicaux,,0.12
2018,Canada,Autres activités diverses de fabrication,,0.23
2018,Terre-Neuve-et-Labrador,Total de l’industrie manufacturière,10,4.49
2018,Terre-Neuve-et-Labrador,Biens non durables,10,3.4
2018,Terre-Neuve-et-Labrador,Fabrication d’aliments,10,2.39
2018,Terre-Neuve-et-Labrador,Fabrication d'aliments pour animaux,10,
2018,Terre-Neuve-et-Labrador,Mouture de grains céréaliers et de graines oléagineuses,10,
2018,Terre-Neuve-et-Labrador,Fabrication de sucre et de confiseries,10,
2018,Terre-Neuve-et-Labrador,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits laitiers,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits de viande,10,
2018,Terre-Neuve-et-Labrador,Préparation et conditionnement de poissons et de fruits de mer,10,1.92
2018,Terre-Neuve-et-Labrador,Boulangeries et fabrication de tortillas,10,0.15
2018,Terre-Neuve-et-Labrador,Fabrication d'autres aliments,10,0.07
2018,Terre-Neuve-et-Labrador,Fabrication de boissons et de produits du tabac,10,0.25
2018,Terre-Neuve-et-Labrador,Fabrication de boissons,10,
2018,Terre-Neuve-et-Labrador,Fabrication du tabac,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits du cannabis,10,
2018,Terre-Neuve-et-Labrador,Usines de textiles,10,
2018,Terre-Neuve-et-Labrador,"Usines de fibres, de filés et de fils",10,
2018,Terre-Neuve-et-Labrador,Usines de tissus,10,
2018,Terre-Neuve-et-Labrador,Finissage de textiles et de tissus et revêtement de tissus,10,
2018,Terre-Neuve-et-Labrador,Usines de produits textiles,10,0.04
2018,Terre-Neuve-et-Labrador,Usines de textiles domestiques,10,
2018,Terre-Neuve-et-Labrador,Usines d'autres produits textiles,10,
2018,Terre-Neuve-et-Labrador,Apparel manufacturing,10,
2018,Terre-Neuve-et-Labrador,Apparel knitting mills,10,
2018,Terre-Neuve-et-Labrador,Fabrication de vêtements coupés-cousus,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'accessoires vestimentaires et d'autres vêtements,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en cuir et de produits analogues,10,
2018,Terre-Neuve-et-Labrador,Tannage et finissage du cuir et des peaux,10,
2018,Terre-Neuve-et-Labrador,Fabrication de chaussures,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits en cuir et produits analogues,10,
2018,Terre-Neuve-et-Labrador,Fabrication du papier,10,
2018,Terre-Neuve-et-Labrador,"Usines de pâte à papier, de papier et de carton",10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en papier transformé,10,
2018,Terre-Neuve-et-Labrador,Impression et activités connexes de soutien,10,0.08
2018,Terre-Neuve-et-Labrador,Fabrication de produits du pétrole et du charbon,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits chimiques,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits chimiques de base,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",10,
2018,Terre-Neuve-et-Labrador,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits pharmaceutiques et de médicaments,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de peintures, de revêtements et d'adhésifs",10,
2018,Terre-Neuve-et-Labrador,"Fabrication de savons, de détachants et de produits de toilette",10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits chimiques,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en plastique et en caoutchouc,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en plastique,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en caoutchouc,10,
2018,Terre-Neuve-et-Labrador,Biens durables,10,1.1
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,10,0.17
2018,Terre-Neuve-et-Labrador,Scieries et préservation du bois,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits en bois,10,0.07
2018,Terre-Neuve-et-Labrador,Fabrication de produits minéraux non métalliques,10,0.13
2018,Terre-Neuve-et-Labrador,Fabrication de produits en argile et produits réfractaires,10,
2018,Terre-Neuve-et-Labrador,Fabrication de verre et de produits en verre,10,
2018,Terre-Neuve-et-Labrador,Fabrication de ciment et de produits en béton,10,
2018,Terre-Neuve-et-Labrador,Fabrication de chaux et de produits en gypse,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits minéraux non métalliques,10,
2018,Terre-Neuve-et-Labrador,Première transformation des métaux,10,
2018,Terre-Neuve-et-Labrador,Sidérurgie,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits en acier à partir d'acier acheté,10,
2018,Terre-Neuve-et-Labrador,Production et transformation d'alumine et d'aluminium,10,
2018,Terre-Neuve-et-Labrador,Production et transformation de métaux non ferreux (sauf l'aluminium),10,
2018,Terre-Neuve-et-Labrador,Fonderies,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits métalliques,10,
2018,Terre-Neuve-et-Labrador,Forgeage et estampage,10,
2018,Terre-Neuve-et-Labrador,Fabrication de coutellerie et d'outils à main,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,10,0.06
2018,Terre-Neuve-et-Labrador,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",10,
2018,Terre-Neuve-et-Labrador,Fabrication d'articles de quincaillerie,10,
2018,Terre-Neuve-et-Labrador,Fabrication de ressorts et de produits en fil métallique,10,
2018,Terre-Neuve-et-Labrador,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",10,
2018,Terre-Neuve-et-Labrador,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",10,0.01
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits métalliques,10,
2018,Terre-Neuve-et-Labrador,Fabrication de machines,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",10,0.05
2018,Terre-Neuve-et-Labrador,Fabrication de machines industrielles,10,
2018,Terre-Neuve-et-Labrador,Fabrication de machines pour le commerce et les industries de services,10,
2018,Terre-Neuve-et-Labrador,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",10,
2018,Terre-Neuve-et-Labrador,Fabrication de machines-outils pour le travail du métal,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres machines d'usage général,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits informatiques et électroniques,10,
2018,Terre-Neuve-et-Labrador,Fabrication de matériel informatique et périphérique,10,
2018,Terre-Neuve-et-Labrador,Fabrication de matériel de communication,10,
2018,Terre-Neuve-et-Labrador,Fabrication de matériel audio et vidéo,10,
2018,Terre-Neuve-et-Labrador,Fabrication de semi-conducteurs et d'autres composants électroniques,10,
2018,Terre-Neuve-et-Labrador,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",10,0.02
2018,Terre-Neuve-et-Labrador,Fabrication et reproduction de supports magnétiques et optiques,10,
2018,Terre-Neuve-et-Labrador,"Fabrication de matériel, d'appareils et de composants électriques",10,0.02
2018,Terre-Neuve-et-Labrador,Fabrication de matériel électrique d'éclairage,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'appareils ménagers,10,
2018,Terre-Neuve-et-Labrador,Fabrication de matériel électrique,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres types de matériel et de composants électriques,10,
2018,Terre-Neuve-et-Labrador,,10,
2018,Terre-Neuve-et-Labrador,Fabrication de véhicules automobiles,10,
2018,Terre-Neuve-et-Labrador,Fabrication de carrosseries et de remorques de véhicules automobiles,10,
2018,Terre-Neuve-et-Labrador,Fabrication de pièces pour véhicules automobiles,10,
2018,Terre-Neuve-et-Labrador,Fabrication de produits aérospatiaux et de leurs pièces,10,
2018,Terre-Neuve-et-Labrador,Fabrication de matériel ferroviaire roulant,10,
2018,Terre-Neuve-et-Labrador,Construction de navires et d'embarcations,10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres types de matériel de transport,10,
2018,Terre-Neuve-et-Labrador,Fabrication de meubles et de produits connexes,10,0.11
2018,Terre-Neuve-et-Labrador,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,10,
2018,Terre-Neuve-et-Labrador,Fabrication de meubles de bureau (y compris les articles d'ameublement),10,
2018,Terre-Neuve-et-Labrador,Fabrication d'autres produits connexes aux meubles,10,
2018,Terre-Neuve-et-Labrador,Activités diverses de fabrication,10,0.1
2018,Terre-Neuve-et-Labrador,Fabrication de fournitures et de matériel médicaux,10,0.02
2018,Terre-Neuve-et-Labrador,Autres activités diverses de fabrication,10,0.07
2018,Île-du-Prince-Édouard,Total de l’industrie manufacturière,11,7.86
2018,Île-du-Prince-Édouard,Biens non durables,11,5.01
2018,Île-du-Prince-Édouard,Fabrication d’aliments,11,3.34
2018,Île-du-Prince-Édouard,Fabrication d'aliments pour animaux,11,
2018,Île-du-Prince-Édouard,Mouture de grains céréaliers et de graines oléagineuses,11,
2018,Île-du-Prince-Édouard,Fabrication de sucre et de confiseries,11,
2018,Île-du-Prince-Édouard,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,11,0.67
2018,Île-du-Prince-Édouard,Fabrication de produits laitiers,11,
2018,Île-du-Prince-Édouard,Fabrication de produits de viande,11,
2018,Île-du-Prince-Édouard,Préparation et conditionnement de poissons et de fruits de mer,11,
2018,Île-du-Prince-Édouard,Boulangeries et fabrication de tortillas,11,
2018,Île-du-Prince-Édouard,Fabrication d'autres aliments,11,
2018,Île-du-Prince-Édouard,Fabrication de boissons et de produits du tabac,11,
2018,Île-du-Prince-Édouard,Fabrication de boissons,11,
2018,Île-du-Prince-Édouard,Fabrication du tabac,11,
2018,Île-du-Prince-Édouard,Fabrication de produits du cannabis,11,
2018,Île-du-Prince-Édouard,Usines de textiles,11,
2018,Île-du-Prince-Édouard,"Usines de fibres, de filés et de fils",11,
2018,Île-du-Prince-Édouard,Usines de tissus,11,
2018,Île-du-Prince-Édouard,Finissage de textiles et de tissus et revêtement de tissus,11,
2018,Île-du-Prince-Édouard,Usines de produits textiles,11,
2018,Île-du-Prince-Édouard,Usines de textiles domestiques,11,
2018,Île-du-Prince-Édouard,Usines d'autres produits textiles,11,
2018,Île-du-Prince-Édouard,Apparel manufacturing,11,
2018,Île-du-Prince-Édouard,Apparel knitting mills,11,
2018,Île-du-Prince-Édouard,Fabrication de vêtements coupés-cousus,11,
2018,Île-du-Prince-Édouard,Fabrication d'accessoires vestimentaires et d'autres vêtements,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en cuir et de produits analogues,11,
2018,Île-du-Prince-Édouard,Tannage et finissage du cuir et des peaux,11,
2018,Île-du-Prince-Édouard,Fabrication de chaussures,11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits en cuir et produits analogues,11,
2018,Île-du-Prince-Édouard,Fabrication du papier,11,
2018,Île-du-Prince-Édouard,"Usines de pâte à papier, de papier et de carton",11,
2018,Île-du-Prince-Édouard,Fabrication de produits en papier transformé,11,
2018,Île-du-Prince-Édouard,Impression et activités connexes de soutien,11,0.17
2018,Île-du-Prince-Édouard,Fabrication de produits du pétrole et du charbon,11,
2018,Île-du-Prince-Édouard,Fabrication de produits chimiques,11,0.89
2018,Île-du-Prince-Édouard,Fabrication de produits chimiques de base,11,
2018,Île-du-Prince-Édouard,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",11,
2018,Île-du-Prince-Édouard,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",11,
2018,Île-du-Prince-Édouard,Fabrication de produits pharmaceutiques et de médicaments,11,
2018,Île-du-Prince-Édouard,"Fabrication de peintures, de revêtements et d'adhésifs",11,
2018,Île-du-Prince-Édouard,"Fabrication de savons, de détachants et de produits de toilette",11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits chimiques,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en plastique et en caoutchouc,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en plastique,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en caoutchouc,11,
2018,Île-du-Prince-Édouard,Biens durables,11,2.85
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,11,
2018,Île-du-Prince-Édouard,Scieries et préservation du bois,11,0.02
2018,Île-du-Prince-Édouard,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits en bois,11,
2018,Île-du-Prince-Édouard,Fabrication de produits minéraux non métalliques,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en argile et produits réfractaires,11,
2018,Île-du-Prince-Édouard,Fabrication de verre et de produits en verre,11,
2018,Île-du-Prince-Édouard,Fabrication de ciment et de produits en béton,11,0.12
2018,Île-du-Prince-Édouard,Fabrication de chaux et de produits en gypse,11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits minéraux non métalliques,11,
2018,Île-du-Prince-Édouard,Première transformation des métaux,11,
2018,Île-du-Prince-Édouard,Sidérurgie,11,
2018,Île-du-Prince-Édouard,Fabrication de produits en acier à partir d'acier acheté,11,
2018,Île-du-Prince-Édouard,Production et transformation d'alumine et d'aluminium,11,
2018,Île-du-Prince-Édouard,Production et transformation de métaux non ferreux (sauf l'aluminium),11,
2018,Île-du-Prince-Édouard,Fonderies,11,
2018,Île-du-Prince-Édouard,Fabrication de produits métalliques,11,0.59
2018,Île-du-Prince-Édouard,Forgeage et estampage,11,
2018,Île-du-Prince-Édouard,Fabrication de coutellerie et d'outils à main,11,
2018,Île-du-Prince-Édouard,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,11,
2018,Île-du-Prince-Édouard,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",11,
2018,Île-du-Prince-Édouard,Fabrication d'articles de quincaillerie,11,
2018,Île-du-Prince-Édouard,Fabrication de ressorts et de produits en fil métallique,11,
2018,Île-du-Prince-Édouard,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",11,
2018,Île-du-Prince-Édouard,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits métalliques,11,
2018,Île-du-Prince-Édouard,Fabrication de machines,11,0.48
2018,Île-du-Prince-Édouard,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",11,0.1
2018,Île-du-Prince-Édouard,Fabrication de machines industrielles,11,0.25
2018,Île-du-Prince-Édouard,Fabrication de machines pour le commerce et les industries de services,11,
2018,Île-du-Prince-Édouard,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",11,
2018,Île-du-Prince-Édouard,Fabrication de machines-outils pour le travail du métal,11,
2018,Île-du-Prince-Édouard,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",11,
2018,Île-du-Prince-Édouard,Fabrication d'autres machines d'usage général,11,
2018,Île-du-Prince-Édouard,Fabrication de produits informatiques et électroniques,11,
2018,Île-du-Prince-Édouard,Fabrication de matériel informatique et périphérique,11,
2018,Île-du-Prince-Édouard,Fabrication de matériel de communication,11,
2018,Île-du-Prince-Édouard,Fabrication de matériel audio et vidéo,11,
2018,Île-du-Prince-Édouard,Fabrication de semi-conducteurs et d'autres composants électroniques,11,
2018,Île-du-Prince-Édouard,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",11,
2018,Île-du-Prince-Édouard,Fabrication et reproduction de supports magnétiques et optiques,11,
2018,Île-du-Prince-Édouard,"Fabrication de matériel, d'appareils et de composants électriques",11,
2018,Île-du-Prince-Édouard,Fabrication de matériel électrique d'éclairage,11,
2018,Île-du-Prince-Édouard,Fabrication d'appareils ménagers,11,
2018,Île-du-Prince-Édouard,Fabrication de matériel électrique,11,
2018,Île-du-Prince-Édouard,Fabrication d'autres types de matériel et de composants électriques,11,
2018,Île-du-Prince-Édouard,,11,1.02
2018,Île-du-Prince-Édouard,Fabrication de véhicules automobiles,11,
2018,Île-du-Prince-Édouard,Fabrication de carrosseries et de remorques de véhicules automobiles,11,
2018,Île-du-Prince-Édouard,Fabrication de pièces pour véhicules automobiles,11,
2018,Île-du-Prince-Édouard,Fabrication de produits aérospatiaux et de leurs pièces,11,
2018,Île-du-Prince-Édouard,Fabrication de matériel ferroviaire roulant,11,
2018,Île-du-Prince-Édouard,Construction de navires et d'embarcations,11,
2018,Île-du-Prince-Édouard,Fabrication d'autres types de matériel de transport,11,
2018,Île-du-Prince-Édouard,Fabrication de meubles et de produits connexes,11,
2018,Île-du-Prince-Édouard,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,11,
2018,Île-du-Prince-Édouard,Fabrication de meubles de bureau (y compris les articles d'ameublement),11,
2018,Île-du-Prince-Édouard,Fabrication d'autres produits connexes aux meubles,11,
2018,Île-du-Prince-Édouard,Activités diverses de fabrication,11,
2018,Île-du-Prince-Édouard,Fabrication de fournitures et de matériel médicaux,11,
2018,Île-du-Prince-Édouard,Autres activités diverses de fabrication,11,
2018,Nouvelle-Écosse,Total de l’industrie manufacturière,12,7.63
2018,Nouvelle-Écosse,Biens non durables,12,4.89
2018,Nouvelle-Écosse,Fabrication d’aliments,12,2.38
2018,Nouvelle-Écosse,Fabrication d'aliments pour animaux,12,0.09
2018,Nouvelle-Écosse,Mouture de grains céréaliers et de graines oléagineuses,12,
2018,Nouvelle-Écosse,Fabrication de sucre et de confiseries,12,
2018,Nouvelle-Écosse,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,12,
2018,Nouvelle-Écosse,Fabrication de produits laitiers,12,
2018,Nouvelle-Écosse,Fabrication de produits de viande,12,0.14
2018,Nouvelle-Écosse,Préparation et conditionnement de poissons et de fruits de mer,12,1.36
2018,Nouvelle-Écosse,Boulangeries et fabrication de tortillas,12,0.21
2018,Nouvelle-Écosse,Fabrication d'autres aliments,12,
2018,Nouvelle-Écosse,Fabrication de boissons et de produits du tabac,12,0.28
2018,Nouvelle-Écosse,Fabrication de boissons,12,
2018,Nouvelle-Écosse,Fabrication du tabac,12,
2018,Nouvelle-Écosse,Fabrication de produits du cannabis,12,
2018,Nouvelle-Écosse,Usines de textiles,12,
2018,Nouvelle-Écosse,"Usines de fibres, de filés et de fils",12,
2018,Nouvelle-Écosse,Usines de tissus,12,
2018,Nouvelle-Écosse,Finissage de textiles et de tissus et revêtement de tissus,12,
2018,Nouvelle-Écosse,Usines de produits textiles,12,0.1
2018,Nouvelle-Écosse,Usines de textiles domestiques,12,
2018,Nouvelle-Écosse,Usines d'autres produits textiles,12,
2018,Nouvelle-Écosse,Apparel manufacturing,12,0.08
2018,Nouvelle-Écosse,Apparel knitting mills,12,
2018,Nouvelle-Écosse,Fabrication de vêtements coupés-cousus,12,
2018,Nouvelle-Écosse,Fabrication d'accessoires vestimentaires et d'autres vêtements,12,
2018,Nouvelle-Écosse,Fabrication de produits en cuir et de produits analogues,12,
2018,Nouvelle-Écosse,Tannage et finissage du cuir et des peaux,12,
2018,Nouvelle-Écosse,Fabrication de chaussures,12,
2018,Nouvelle-Écosse,Fabrication d'autres produits en cuir et produits analogues,12,
