Year,Géographie,Industrie,GeoCode,Value
2021,Terre-Neuve-et-Labrador,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",10,
2021,Terre-Neuve-et-Labrador,Fabrication d'articles de quincaillerie,10,
2021,Terre-Neuve-et-Labrador,Fabrication de ressorts et de produits en fil métallique,10,
2021,Terre-Neuve-et-Labrador,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",10,0.02
2021,Terre-Neuve-et-Labrador,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits métalliques,10,0.02
2021,Terre-Neuve-et-Labrador,Fabrication de machines,10,
2021,Terre-Neuve-et-Labrador,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",10,0.04
2021,Terre-Neuve-et-Labrador,Fabrication de machines industrielles,10,
2021,Terre-Neuve-et-Labrador,Fabrication de machines pour le commerce et les industries de services,10,
2021,Terre-Neuve-et-Labrador,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",10,
2021,Terre-Neuve-et-Labrador,Fabrication de machines-outils pour le travail du métal,10,
2021,Terre-Neuve-et-Labrador,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres machines d'usage général,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits informatiques et électroniques,10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel informatique et périphérique,10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel de communication,10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel audio et vidéo,10,
2021,Terre-Neuve-et-Labrador,Fabrication de semi-conducteurs et d'autres composants électroniques,10,
2021,Terre-Neuve-et-Labrador,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",10,0.07
2021,Terre-Neuve-et-Labrador,Fabrication et reproduction de supports magnétiques et optiques,10,
2021,Terre-Neuve-et-Labrador,"Fabrication de matériel, d'appareils et de composants électriques",10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel électrique d'éclairage,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'appareils ménagers,10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel électrique,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres types de matériel et de composants électriques,10,
2021,Terre-Neuve-et-Labrador,,10,
2021,Terre-Neuve-et-Labrador,Fabrication de véhicules automobiles,10,
2021,Terre-Neuve-et-Labrador,Fabrication de carrosseries et de remorques de véhicules automobiles,10,
2021,Terre-Neuve-et-Labrador,Fabrication de pièces pour véhicules automobiles,10,
2021,Terre-Neuve-et-Labrador,Fabrication de produits aérospatiaux et de leurs pièces,10,
2021,Terre-Neuve-et-Labrador,Fabrication de matériel ferroviaire roulant,10,
2021,Terre-Neuve-et-Labrador,Construction de navires et d'embarcations,10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres types de matériel de transport,10,
2021,Terre-Neuve-et-Labrador,Fabrication de meubles et de produits connexes,10,0.13
2021,Terre-Neuve-et-Labrador,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,10,
2021,Terre-Neuve-et-Labrador,Fabrication de meubles de bureau (y compris les articles d'ameublement),10,
2021,Terre-Neuve-et-Labrador,Fabrication d'autres produits connexes aux meubles,10,
2021,Terre-Neuve-et-Labrador,Activités diverses de fabrication,10,0.08
2021,Terre-Neuve-et-Labrador,Fabrication de fournitures et de matériel médicaux,10,0.03
2021,Terre-Neuve-et-Labrador,Autres activités diverses de fabrication,10,0.05
2021,Île-du-Prince-Édouard,Total de l’industrie manufacturière,11,8.05
2021,Île-du-Prince-Édouard,Biens non durables,11,5.36
2021,Île-du-Prince-Édouard,Fabrication d’aliments,11,3.49
2021,Île-du-Prince-Édouard,Fabrication d'aliments pour animaux,11,
2021,Île-du-Prince-Édouard,Mouture de grains céréaliers et de graines oléagineuses,11,
2021,Île-du-Prince-Édouard,Fabrication de sucre et de confiseries,11,
2021,Île-du-Prince-Édouard,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,11,0.69
2021,Île-du-Prince-Édouard,Fabrication de produits laitiers,11,
2021,Île-du-Prince-Édouard,Fabrication de produits de viande,11,
2021,Île-du-Prince-Édouard,Préparation et conditionnement de poissons et de fruits de mer,11,
2021,Île-du-Prince-Édouard,Boulangeries et fabrication de tortillas,11,
2021,Île-du-Prince-Édouard,Fabrication d'autres aliments,11,
2021,Île-du-Prince-Édouard,Fabrication de boissons et de produits du tabac,11,
2021,Île-du-Prince-Édouard,Fabrication de boissons,11,
2021,Île-du-Prince-Édouard,Fabrication du tabac,11,
2021,Île-du-Prince-Édouard,Fabrication de produits du cannabis,11,
2021,Île-du-Prince-Édouard,Usines de textiles,11,
2021,Île-du-Prince-Édouard,"Usines de fibres, de filés et de fils",11,
2021,Île-du-Prince-Édouard,Usines de tissus,11,
2021,Île-du-Prince-Édouard,Finissage de textiles et de tissus et revêtement de tissus,11,
2021,Île-du-Prince-Édouard,Usines de produits textiles,11,
2021,Île-du-Prince-Édouard,Usines de textiles domestiques,11,
2021,Île-du-Prince-Édouard,Usines d'autres produits textiles,11,
2021,Île-du-Prince-Édouard,Apparel manufacturing,11,
2021,Île-du-Prince-Édouard,Apparel knitting mills,11,
2021,Île-du-Prince-Édouard,Fabrication de vêtements coupés-cousus,11,
2021,Île-du-Prince-Édouard,Fabrication d'accessoires vestimentaires et d'autres vêtements,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en cuir et de produits analogues,11,
2021,Île-du-Prince-Édouard,Tannage et finissage du cuir et des peaux,11,
2021,Île-du-Prince-Édouard,Fabrication de chaussures,11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits en cuir et produits analogues,11,
2021,Île-du-Prince-Édouard,Fabrication du papier,11,
2021,Île-du-Prince-Édouard,"Usines de pâte à papier, de papier et de carton",11,
2021,Île-du-Prince-Édouard,Fabrication de produits en papier transformé,11,
2021,Île-du-Prince-Édouard,Impression et activités connexes de soutien,11,0.15
2021,Île-du-Prince-Édouard,Fabrication de produits du pétrole et du charbon,11,
2021,Île-du-Prince-Édouard,Fabrication de produits chimiques,11,1.1
2021,Île-du-Prince-Édouard,Fabrication de produits chimiques de base,11,
2021,Île-du-Prince-Édouard,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",11,
2021,Île-du-Prince-Édouard,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",11,
2021,Île-du-Prince-Édouard,Fabrication de produits pharmaceutiques et de médicaments,11,
2021,Île-du-Prince-Édouard,"Fabrication de peintures, de revêtements et d'adhésifs",11,
2021,Île-du-Prince-Édouard,"Fabrication de savons, de détachants et de produits de toilette",11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits chimiques,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en plastique et en caoutchouc,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en plastique,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en caoutchouc,11,
2021,Île-du-Prince-Édouard,Biens durables,11,2.69
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,11,
2021,Île-du-Prince-Édouard,Scieries et préservation du bois,11,
2021,Île-du-Prince-Édouard,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits en bois,11,
2021,Île-du-Prince-Édouard,Fabrication de produits minéraux non métalliques,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en argile et produits réfractaires,11,
2021,Île-du-Prince-Édouard,Fabrication de verre et de produits en verre,11,
2021,Île-du-Prince-Édouard,Fabrication de ciment et de produits en béton,11,
2021,Île-du-Prince-Édouard,Fabrication de chaux et de produits en gypse,11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits minéraux non métalliques,11,
2021,Île-du-Prince-Édouard,Première transformation des métaux,11,
2021,Île-du-Prince-Édouard,Sidérurgie,11,
2021,Île-du-Prince-Édouard,Fabrication de produits en acier à partir d'acier acheté,11,
2021,Île-du-Prince-Édouard,Production et transformation d'alumine et d'aluminium,11,
2021,Île-du-Prince-Édouard,Production et transformation de métaux non ferreux (sauf l'aluminium),11,
2021,Île-du-Prince-Édouard,Fonderies,11,
2021,Île-du-Prince-Édouard,Fabrication de produits métalliques,11,0.41
2021,Île-du-Prince-Édouard,Forgeage et estampage,11,
2021,Île-du-Prince-Édouard,Fabrication de coutellerie et d'outils à main,11,
2021,Île-du-Prince-Édouard,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,11,
2021,Île-du-Prince-Édouard,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",11,
2021,Île-du-Prince-Édouard,Fabrication d'articles de quincaillerie,11,
2021,Île-du-Prince-Édouard,Fabrication de ressorts et de produits en fil métallique,11,
2021,Île-du-Prince-Édouard,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",11,
2021,Île-du-Prince-Édouard,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits métalliques,11,
2021,Île-du-Prince-Édouard,Fabrication de machines,11,0.65
2021,Île-du-Prince-Édouard,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",11,
2021,Île-du-Prince-Édouard,Fabrication de machines industrielles,11,
2021,Île-du-Prince-Édouard,Fabrication de machines pour le commerce et les industries de services,11,
2021,Île-du-Prince-Édouard,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",11,
2021,Île-du-Prince-Édouard,Fabrication de machines-outils pour le travail du métal,11,
2021,Île-du-Prince-Édouard,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",11,
2021,Île-du-Prince-Édouard,Fabrication d'autres machines d'usage général,11,
2021,Île-du-Prince-Édouard,Fabrication de produits informatiques et électroniques,11,
2021,Île-du-Prince-Édouard,Fabrication de matériel informatique et périphérique,11,
2021,Île-du-Prince-Édouard,Fabrication de matériel de communication,11,
2021,Île-du-Prince-Édouard,Fabrication de matériel audio et vidéo,11,
2021,Île-du-Prince-Édouard,Fabrication de semi-conducteurs et d'autres composants électroniques,11,
2021,Île-du-Prince-Édouard,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",11,
2021,Île-du-Prince-Édouard,Fabrication et reproduction de supports magnétiques et optiques,11,
2021,Île-du-Prince-Édouard,"Fabrication de matériel, d'appareils et de composants électriques",11,
2021,Île-du-Prince-Édouard,Fabrication de matériel électrique d'éclairage,11,
2021,Île-du-Prince-Édouard,Fabrication d'appareils ménagers,11,
2021,Île-du-Prince-Édouard,Fabrication de matériel électrique,11,
2021,Île-du-Prince-Édouard,Fabrication d'autres types de matériel et de composants électriques,11,
2021,Île-du-Prince-Édouard,,11,0.87
2021,Île-du-Prince-Édouard,Fabrication de véhicules automobiles,11,
2021,Île-du-Prince-Édouard,Fabrication de carrosseries et de remorques de véhicules automobiles,11,
2021,Île-du-Prince-Édouard,Fabrication de pièces pour véhicules automobiles,11,
2021,Île-du-Prince-Édouard,Fabrication de produits aérospatiaux et de leurs pièces,11,
2021,Île-du-Prince-Édouard,Fabrication de matériel ferroviaire roulant,11,
2021,Île-du-Prince-Édouard,Construction de navires et d'embarcations,11,
2021,Île-du-Prince-Édouard,Fabrication d'autres types de matériel de transport,11,
2021,Île-du-Prince-Édouard,Fabrication de meubles et de produits connexes,11,
2021,Île-du-Prince-Édouard,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,11,0.07
2021,Île-du-Prince-Édouard,Fabrication de meubles de bureau (y compris les articles d'ameublement),11,
2021,Île-du-Prince-Édouard,Fabrication d'autres produits connexes aux meubles,11,
2021,Île-du-Prince-Édouard,Activités diverses de fabrication,11,
2021,Île-du-Prince-Édouard,Fabrication de fournitures et de matériel médicaux,11,
2021,Île-du-Prince-Édouard,Autres activités diverses de fabrication,11,
2021,Nouvelle-Écosse,Total de l’industrie manufacturière,12,7.5
2021,Nouvelle-Écosse,Biens non durables,12,4.61
2021,Nouvelle-Écosse,Fabrication d’aliments,12,2.11
2021,Nouvelle-Écosse,Fabrication d'aliments pour animaux,12,0.08
2021,Nouvelle-Écosse,Mouture de grains céréaliers et de graines oléagineuses,12,
2021,Nouvelle-Écosse,Fabrication de sucre et de confiseries,12,0.01
2021,Nouvelle-Écosse,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,12,
2021,Nouvelle-Écosse,Fabrication de produits laitiers,12,
2021,Nouvelle-Écosse,Fabrication de produits de viande,12,0.14
2021,Nouvelle-Écosse,Préparation et conditionnement de poissons et de fruits de mer,12,1.15
2021,Nouvelle-Écosse,Boulangeries et fabrication de tortillas,12,0.23
2021,Nouvelle-Écosse,Fabrication d'autres aliments,12,0.11
2021,Nouvelle-Écosse,Fabrication de boissons et de produits du tabac,12,0.36
2021,Nouvelle-Écosse,Fabrication de boissons,12,
2021,Nouvelle-Écosse,Fabrication du tabac,12,
2021,Nouvelle-Écosse,Fabrication de produits du cannabis,12,
2021,Nouvelle-Écosse,Usines de textiles,12,
2021,Nouvelle-Écosse,"Usines de fibres, de filés et de fils",12,
2021,Nouvelle-Écosse,Usines de tissus,12,
2021,Nouvelle-Écosse,Finissage de textiles et de tissus et revêtement de tissus,12,
2021,Nouvelle-Écosse,Usines de produits textiles,12,0.04
2021,Nouvelle-Écosse,Usines de textiles domestiques,12,
2021,Nouvelle-Écosse,Usines d'autres produits textiles,12,
2021,Nouvelle-Écosse,Apparel manufacturing,12,
2021,Nouvelle-Écosse,Apparel knitting mills,12,
2021,Nouvelle-Écosse,Fabrication de vêtements coupés-cousus,12,
2021,Nouvelle-Écosse,Fabrication d'accessoires vestimentaires et d'autres vêtements,12,
2021,Nouvelle-Écosse,Fabrication de produits en cuir et de produits analogues,12,
2021,Nouvelle-Écosse,Tannage et finissage du cuir et des peaux,12,
2021,Nouvelle-Écosse,Fabrication de chaussures,12,
2021,Nouvelle-Écosse,Fabrication d'autres produits en cuir et produits analogues,12,
2021,Nouvelle-Écosse,Fabrication du papier,12,0.15
2021,Nouvelle-Écosse,"Usines de pâte à papier, de papier et de carton",12,
2021,Nouvelle-Écosse,Fabrication de produits en papier transformé,12,
2021,Nouvelle-Écosse,Impression et activités connexes de soutien,12,0.16
2021,Nouvelle-Écosse,Fabrication de produits du pétrole et du charbon,12,
